code_name,full_name
561229.3,Dickeya zeae Ech1591
407976.7,Shewanella baltica OS223
309803.4,Thermotoga neapolitana DSM 4359
686660.3,Veillonella parvula ATCC 17745
405566.3,Lactobacillus helveticus DPC 4571
405566.6,Lactobacillus helveticus DPC 4571
765698.3,Mesorhizobium ciceri biovar biserrulae WSM1271
419109.14,Vibrio parahaemolyticus AQ3810
525897.4,Desulfomicrobium baculatum DSM 4028
585158.3,Staphylococcus aureus subsp. aureus M876
412965.6,Vesicomyosocius okutanii HA
306323.3,Streptococcus thermophilus bacteriophage 2972
412965.8,Vesicomyosocius okutanii HA
158879.1,Staphylococcus aureus subsp. aureus N315
271848.6,Burkholderia thailandensis E264
271848.8,Burkholderia thailandensis ATCC 700388
525381.4,Streptococcus pneumoniae TCH8431/19A
525381.3,Streptococcus pneumoniae TCH8431/19A
525361.3,Lactobacillus rhamnosus LMS2-1
585199.3,Mobiluncus mulieris ATCC 35243
445335.4,Clostridium botulinum NCTC 2916
262728.5,Haemophilus influenzae R2866
262728.1,Haemophilus influenzae R2866
580050.3,Bifidobacterium animalis subsp. lactis Bl-04
515608.4,Ureaplasma parvum serovar 1 str. ATCC 27813
227377.7,Coxiella burnetii RSA 493
575611.3,Prevotella buccae D17
469608.3,Klebsiella sp. 1_1_55
227377.1,Coxiella burnetii RSA 493
167879.5,Colwellia psychrerythraea 34H
167879.3,Colwellia psychrerythraea 34H
910314.3,Dialister microaerophilus UPII 345-E
415426.7,Hyperthermus butylicus DSM 5456
548470.3,Staphylococcus aureus subsp. aureus MN8
596312.3,Micrococcus luteus SK58
563194.3,Pediococcus acidilactici 7_4
859654.3,Blochmannia vafer str. BVAF
311424.5,Dehalococcoides sp. VS
345072.3,Vibrio cholerae MO10
445984.3,Borrelia burgdorferi Bol26
565034.3,Brachyspira hyodysenteriae WA1
419610.10,Methylobacterium extorquens PA1
272622.8,Lactococcus lactis subsp. cremoris SK11
405955.13,Escherichia coli APEC O1
431947.7,Porphyromonas gingivalis ATCC 33277
574093.3,Streptococcus pneumoniae AP200
487796.3,Flavobacteria bacterium MS024-2A
486621.3,Bacillus anthracis str. A0442
471852.6,Thermomonospora curvata DSM 43183
471852.4,Thermomonospora curvata DSM 43183
196600.1,Vibrio vulnificus YJ016
59196.3,Rickettsiella grylli
444448.5,Escherichia coli O157:H7 str. EC4045
450394.6,Staphylococcus aureus subsp. aureus USA300_TCH959
63737.11,Nostoc punctiforme PCC 73102
644076.3,Silicibacter sp. TrichCH4B
563037.3,Streptococcus sp. M143
404215.6,Yersinia pestis biovar Antiqua str. B42003004
525256.5,Atopobium vaginae DSM 15829
196162.6,Nocardioides sp. JS614
331104.5,Blattabacterium sp. (Blattella germanica) str. Bge
582402.5,Hirschia baltica ATCC 49814
692420.6,Bacillus amyloliquefaciens DSM7
553973.6,Clostridium hylemonae DSM 15053
405416.6,Acinetobacter baumannii ACICU
479834.4,Clostridium difficile QCD-37x79
513049.3,Arthrospira maxima CS-328
648996.5,Thermovibrio ammonificans HB-1
446466.7,Cellulomonas flavigena DSM 20109
670487.3,Oceanithermus profundus DSM 14977
451707.4,Bacillus cereus NVH0597-99
862965.3,Haemophilus parainfluenzae T3T1
525327.3,Lactobacillus hilgardii ATCC 8290
526993.3,Bacillus cereus AH1272
608534.3,Oribacterium sp. oral taxon 078 str. F0262
103690.1,Nostoc sp. PCC 7120
393133.3,Listeria monocytogenes 10403S
290398.11,Chromohalobacter salexigens DSM 3043
220664.5,Pseudomonas fluorescens Pf-5
220664.3,Pseudomonas fluorescens Pf-5
76869.3,Pseudomonas putida GB-1
412021.3,Burkholderia mallei ATCC 10399
76869.5,Pseudomonas putida GB-1
349123.6,Lactobacillus reuteri 100-23
707185.3,Chlamydia trachomatis G/9768
316056.14,Rhodopseudomonas palustris BisB18
316056.16,Rhodopseudomonas palustris BisB18
471874.6,Providencia stuartii ATCC 25827
634499.3,Erwinia pyrifoliae Ep1/96
367830.3,Staphylococcus aureus subsp. aureus USA300
527026.3,Bacillus thuringiensis serovar sotto str. T04001
260799.1,Bacillus anthracis str. Sterne
340186.3,Escherichia coli E110019
340186.5,Escherichia coli E110019
360109.10,Campylobacter jejuni subsp. doylei 269.97
525271.4,Enterococcus faecalis ATCC 29200
559301.5,Lactobacillus gasseri MV-22
486409.3,Bifidobacterium animalis subsp. lactis HN019
233413.1,Mycobacterium bovis AF2122/97
358709.5,Escherichia coli 101-1
233413.5,Mycobacterium bovis AF2122/97
608506.3,Caldicellulosiruptor obsidiansis OB47
471854.5,Dyadobacter fermentans DSM 18053
314253.3,Nitrobacter sp. Nb-311A
469603.3,Fusobacterium sp. 3_1_33
191218.6,Bacillus anthracis str. A2012
600809.5,Blattabacterium sp. (Periplaneta americana) str. BPLAN
262722.5,Mycoplasma hyopneumoniae 7448
261591.3,Bacillus anthracis str. Vollum
261591.4,Bacillus anthracis str. Vollum
585529.3,Corynebacterium genitalium ATCC 33030
749523.3,Enterococcus faecium TX0133a04
87626.5,Pseudoalteromonas tunicata D2
87626.3,Pseudoalteromonas tunicata D2
62928.7,Azoarcus sp. BH72
62928.8,Azoarcus sp. BH72
634458.3,Acetobacter pasteurianus IFO 3283-01-42C
472759.3,Nitrosococcus halophilus Nc4
317655.9,Sphingopyxis alaskensis RB2256
765420.3,Oscillochloris trichoides DG6
314278.3,Nitrococcus mobilis Nb-231
314278.4,Nitrococcus mobilis Nb-231
675816.3,Vibrio orientalis CIP 102891
563008.3,Prevotella oris C735
420336.5,Epulopiscium sp. 'N.t. morphotype B'
591020.3,Shigella flexneri 2002017
703612.3,Bacillus subtilis subsp. spizizenii ATCC 6633
634178.4,Listeria monocytogenes Clip80459
257314.1,Lactobacillus johnsonii NCC 533
585535.3,Helicobacter pylori 35A
257314.6,Lactobacillus johnsonii NCC 533
247156.1,Nocardia farcinica IFM 10152
1085.1,Rhodospirillum rubrum
247156.8,Nocardia farcinica IFM 10152
392021.5,Rickettsia rickettsii str. 'Sheila Smith'
2433.3,Roseobacter Sp. GAI101
336407.4,Rickettsia bellii RML369-C
458234.10,Francisella tularensis subsp. holarctica FTA
458234.18,Francisella tularensis subsp. holarctica FTNF002-00
644279.4,Staphylococcus aureus subsp. aureus 132
525904.4,Thermobaculum terrenum ATCC BAA-798
525904.6,Thermobaculum terrenum ATCC BAA-798
402626.5,Ralstonia pickettii 12J
323259.5,Methanospirillum hungatei JF-1
373903.5,Halothermothrix orenii H 168
373903.4,Halothermothrix orenii H 168
661367.3,Legionella longbeachae NSW150
429009.3,Ammonifex degensii KC4
679207.4,Escherichia coli MS 107-1
693982.3,Sinorhizobium meliloti AK83
473819.7,Bifidobacterium dentium ATCC 27678
36809.5,Mycobacterium abscessus
331678.4,Chlorobium phaeobacteroides BS1
331678.5,Chlorobium phaeobacteroides BS1
479833.4,Clostridium difficile QCD-97b34
553583.3,Staphylococcus aureus A9635
767463.3,Streptococcus thermophilus ND03
436717.3,Acinetobacter sp. DR1
722438.3,Mycoplasma pneumoniae FH
273063.1,Sulfolobus tokodaii str. 7
446468.6,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
446468.4,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
411468.9,Clostridium scindens ATCC 35704
469587.3,Bacteroides sp. 2_1_16
281309.3,Bacillus thuringiensis serovar konkukian str. 97-27
281309.8,Bacillus thuringiensis serovar konkukian str. 97-27
266117.10,Rubrobacter xylanophilus DSM 9941
647653.3,Streptomyces sp. ACTE
269482.11,Burkholderia vietnamiensis G4
550676.3,Escherichia coli B185
634452.3,Acetobacter pasteurianus IFO 3283-01
272560.6,Burkholderia pseudomallei K96243
526226.8,Gordonia bronchialis DSM 43247
272560.3,Burkholderia pseudomallei K96243
526226.5,Gordonia bronchialis DSM 43247
205918.4,Pseudomonas syringae pv. syringae B728a
205918.7,Pseudomonas syringae pv. syringae B728a
675515.3,Mycobacterium tuberculosis SUMu004
399726.7,Thermoanaerobacter sp. X514
399726.4,Thermoanaerobacter sp. X514
565639.4,Enterococcus faecalis T8
443255.8,Streptomyces clavuligerus ATCC 27064
443255.6,Streptomyces clavuligerus ATCC 27064
164756.15,Mycobacterium sp. MCS
349106.9,Psychrobacter sp. PRwf-1
349106.5,Psychrobacter sp. PRwf-1
598659.3,Nautilia profundicola AmH
264203.3,Zymomonas mobilis subsp. mobilis ZM4
266940.5,Kineococcus radiotolerans SRS30216
388401.3,Rhodobacterales bacterium HTCC2150
295358.5,Mycoplasma hyopneumoniae 232
295358.3,Mycoplasma hyopneumoniae 232
391616.3,Octadecabacter antarcticus 238
592316.4,Pantoea sp. At-9b
537937.5,Bifidobacterium longum subsp. infantis CCUG 52486
592316.3,Pantoea sp. At-9b
348780.3,Natronomonas pharaonis DSM 2160
633145.4,Dehalococcoides sp. GT
416591.4,Thermotoga lettingae TMO
349519.10,Leuconostoc citreum KM20
641118.3,Ochrobactrum intermedium LMG 3301
315750.5,Bacillus pumilus SAFR-032
243265.5,Photorhabdus luminescens subsp. laumondii TTO1
392500.6,Shewanella woodyi ATCC 51908
653938.3,Listeria monocytogenes 08-5578
683083.3,Campylobacter jejuni subsp. jejuni 414
640131.3,Klebsiella variicola At-22
483217.6,Bacteroides dorei DSM 17855
497974.4,Salmonella enterica subsp. enterica serovar Typhi str. E02-1180
319224.13,Shewanella putrefaciens CN-32
319224.16,Shewanella putrefaciens CN-32
688245.4,Comamonas testosteroni CNB-2
330779.3,Sulfolobus acidocaldarius DSM 639
418136.4,Francisella tularensis subsp. tularensis WY96-3418
374847.3,Korarchaeum cryptofilum OPF8
551115.6,'Nostoc azollae' 0708
360095.3,Bartonella bacilliformis KC583
312309.3,Vibrio fischeri ES114
749506.3,Enterococcus faecalis TX0411
485917.5,Pedobacter heparinus DSM 2366
485917.6,Pedobacter heparinus DSM 2366
525365.3,Lactobacillus ultunensis DSM 16047
546265.5,Neisseria lactamica ATCC 23970
254945.26,Ehrlichia ruminantium str. Welgevonden
679204.3,Escherichia coli MS 145-7
334802.3,Burkholderia mallei FMH
314261.5,Pelagibacter ubique HTCC1002
698737.3,Staphylococcus lugdunensis HKU09-01
218494.6,Streptococcus suis P1/7
218494.4,Streptococcus suis P1/7
365659.3,Streptococcus mitis B6
575609.3,Peptoniphilus sp. oral taxon 386 str. F0131
444178.3,Brucella ovis ATCC 25840
95666.5,Ureaplasma urealyticum serovar 12
583346.6,Clostridium kluyveri NBRC 12016
236097.3,Alcanivorax sp. DG881
862513.3,Neisseria meningitidis ATCC 13091
697329.5,Ruminococcus albus 7
349965.3,Yersinia intermedia ATCC 29909
360910.4,Bordetella avium 197N
360910.3,Bordetella avium 197N
575615.3,Prevotella sp. oral taxon 317 str. F0108
272942.6,Rhodobacter capsulatus SB1003
565666.3,Enterococcus faecium TC 6
749537.3,Escherichia coli MS 115-1
521005.3,Haemophilus influenzae 7P49H1
548474.3,Staphylococcus aureus subsp. aureus TCH130
940296.3,Neisseria gonorrhoeae TCDC-NG08107
167542.7,Prochlorococcus marinus str. MIT 9515
167542.6,Prochlorococcus marinus str. MIT 9515
936155.3,Helicobacter felis ATCC 49179
649742.3,Actinomyces odontolyticus F0309
454169.8,Salmonella enterica subsp. enterica serovar Heidelberg str. SL476
565650.5,Enterococcus faecalis D6
242231.10,Neisseria gonorrhoeae FA 1090
477974.6,Desulforudis audaxviator MP104C
477974.3,Desulforudis audaxviator MP104C
411903.6,Collinsella aerofaciens ATCC 25986
195103.9,Clostridium perfringens ATCC 13124
95668.5,Ureaplasma parvum serovar 14
886882.3,Paenibacillus polymyxa SC2
290398.4,Chromohalobacter salexigens DSM 3043
417397.11,Vibrio cholerae 623-39
596324.3,Treponema vincentii ATCC 35580
312153.5,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1
367928.5,Bifidobacterium adolescentis ATCC 15703
399741.7,Serratia proteamaculans 568
399741.3,Serratia proteamaculans 568
513051.3,Burkholderia multivorans CGD1
574521.7,Escherichia coli O127:H6 str. E2348/69
402881.8,Parvibaculum lavamentivorans DS-1
402881.6,Parvibaculum lavamentivorans DS-1
439375.7,Ochrobactrum anthropi ATCC 49188
563773.3,Vibrio parahaemolyticus AN-5034
283165.1,Bartonella quintana str. Toulouse
283165.4,Bartonella quintana str. Toulouse
517417.5,Chlorobaculum parvum NCIB 8327
517417.4,Chlorobaculum parvum NCIB 8327
272843.6,Pasteurella multocida subsp. multocida str. Pm70
553198.3,Propionibacterium sp. oral taxon 191 str. F0233
272843.1,Pasteurella multocida subsp. multocida str. Pm70
520451.3,Brucella abortus bv. 3 str. Tulya
543737.5,Francisella tularensis subsp. tularensis MA00-2987
563178.4,Buchnera aphidicola str. 5A (Acyrthosiphon pisum)
362663.8,Escherichia coli 536
362663.9,Escherichia coli 536
313612.3,Lyngbya sp. PCC 8106
228400.7,Haemophilus somnus 2336
393126.4,Listeria monocytogenes FSL R2-561
555079.3,Thermosediminibacter oceani DSM 16646
383631.3,Methylophilales bacterium HTCC2181
220668.9,Lactobacillus plantarum WCFS1
314232.4,Loktanella vestfoldensis SKA53
314232.3,Loktanella vestfoldensis SKA53
321955.3,Brevibacterium linens BL2
321955.4,Brevibacterium linens BL2
626522.3,Prevotella tannerae ATCC 51259
526973.3,Bacillus cereus m1293
708616.3,Mycoplasma gallisepticum str. F
656417.3,Escherichia coli M605
591157.3,Streptomyces sp. SPB78
471870.8,Bacteroides intestinalis DSM 17393
444612.3,Rickettsia endosymbiont of Ixodes scapularis
386656.4,Yersinia pestis Pestoides F
873513.3,Prevotella buccae ATCC 33574
386656.9,Yersinia pestis Pestoides F
405533.4,Bacillus cereus AH1134
679197.3,Segniliparus rugosus ATCC BAA-974
384616.5,Pyrobaculum islandicum DSM 4184
412966.3,Vibrio cholerae 1587
315730.11,Bacillus weihenstephanensis KBAB4
668336.4,Aggregatibacter actinomycetemcomitans D11S-1
290338.8,Citrobacter koseri ATCC BAA-895
585034.5,Escherichia coli IAI1
585034.4,Escherichia coli IAI1
386415.7,Clostridium novyi NT
386415.6,Clostridium novyi NT
585149.6,Staphylococcus aureus subsp. aureus C101
702447.3,Bacteroides xylanisolvens SD CC 1b
214092.1,Yersinia pestis CO92
469617.3,Fusobacterium ulcerans ATCC 49185
563040.3,Sulfurimonas autotrophica DSM 16294
457430.3,Streptomyces roseosporus NRRL 11379
203119.11,Clostridium thermocellum ATCC 27405
314256.5,Oceanicola granulosus HTCC2516
641149.3,Neisseria sp. oral taxon 014 str. F0314
292415.6,Thiobacillus denitrificans ATCC 25259
529507.6,Proteus mirabilis HI4320
292415.3,Thiobacillus denitrificans ATCC 25259
591159.3,Streptomyces viridochromogenes DSM 40736
398000.3,Campylobacter jejuni subsp. jejuni CG8486
656419.3,Escherichia coli M718
580049.3,Chlamydia trachomatis B/Jali20/OT
626096.4,Ureaplasma urealyticum serovar 2 str. ATCC 27814
626096.3,Ureaplasma urealyticum serovar 2 str. ATCC 27814
272629.3,Mannheimia haemolytica PHL213
707232.3,Acinetobacter haemolyticus ATCC 19194
484019.3,Thermosipho africanus TCF52B
469381.4,Dethiosulfovibrio peptidovorans DSM 11002
439851.8,Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853
439851.5,Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853
656437.3,Escherichia coli TA143
62977.3,Acinetobacter sp. ADP1
62977.6,Acinetobacter sp. ADP1
497962.4,Streptococcus pneumoniae SP14-BS292
555217.8,Zymomonas mobilis subsp. mobilis ATCC 10988
563191.3,Acidaminococcus sp. D21
520140.3,Mycobacterium tuberculosis EAS054
491077.3,Lactobacillus reuteri SD2112
323261.6,Nitrosococcus oceani ATCC 19707
212717.1,Clostridium tetani E88
212717.8,Clostridium tetani E88
436308.3,Nitrosopumilus maritimus SCM1
264198.3,Ralstonia eutropha JMP134
264198.6,Ralstonia eutropha JMP134
480119.5,Acinetobacter baumannii AB0057
457394.3,Bacteroides sp. 4_3_47FAA
243160.4,Burkholderia mallei ATCC 23344
272635.4,Mycoplasma pulmonis UAB CTIP
272635.1,Mycoplasma pulmonis UAB CTIP
867903.3,Thermaerobacter subterraneus DSM 13965
391626.6,Octadecabacter antarcticus 307
316385.7,Escherichia coli str. K-12 substr. DH10B
273035.4,Spiroplasma kunkelii CR2-3x
355278.4,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)'
342109.8,Xanthomonas oryzae pv. oryzae MAFF 311018
411464.8,Desulfovibrio piger ATCC 29098
488221.3,Streptococcus pneumoniae 70585
342109.7,Xanthomonas oryzae pv. oryzae MAFF 311018
675519.3,Mycobacterium tuberculosis SUMu008
76114.8,Aromatoleum aromaticum EbN1
450749.3,Veillonella sp. 6_1_27
526988.3,Bacillus cereus Rock4-18
64471.13,Synechococcus sp. CC9311
64471.10,Synechococcus sp. CC9311
741091.3,Rahnella sp. Y9602
565649.5,Enterococcus faecalis Fly1
638303.3,Thermocrinis albus DSM 14484
543734.3,Lactobacillus casei BL23
313594.4,Polaribacter irgensii 23-P
313594.3,Polaribacter irgensii 23-P
399804.3,Shewanella putrefaciens 200
401614.12,Francisella novicida U112
713600.3,Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)
701177.3,Escherichia coli O55:H7 str. CB9615
436113.4,Mycoplasma mycoides subsp. capri str. GM12
350702.6,Burkholderia cenocepacia PC184
619693.3,Prevotella sp. oral taxon 472 str. F0295
632292.3,Caldicellulosiruptor hydrothermalis 108
211110.1,Streptococcus agalactiae NEM316
658089.3,Lachnospiraceae bacterium 5_1_63FAA
526968.3,Bacillus cereus R309803
525146.3,Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774
525146.4,Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774
632516.3,Caldicellulosiruptor lactoaceticus 6A
338966.9,Pelobacter propionicus DSM 2379
338966.5,Pelobacter propionicus DSM 2379
445336.4,Clostridium botulinum Bf
908337.3,Eremococcus coleocola ACS-139-V-Col8
536230.4,Burkholderia pseudomallei MSHR346
621372.3,Paenibacillus sp. oral taxon 786 str. D14
370551.3,Streptococcus pyogenes MGAS9429
441620.7,Methylobacterium populi BJ001
309807.25,Salinibacter ruber DSM 13855
481448.4,Methylacidiphilum infernorum V4
198094.11,Bacillus anthracis str. Ames
411470.6,Ruminococcus gnavus ATCC 29149
391612.3,Cyanothece sp CCY 0110
391612.5,Cyanothece sp. CCY0110
546263.3,Neisseria elongata subsp. glycolytica ATCC 29315
74547.5,Prochlorococcus marinus str. MIT 9313
74547.1,Prochlorococcus marinus str. MIT 9313
212042.8,Anaplasma phagocytophilum HZ
212042.5,Anaplasma phagocytophilum HZ
718219.3,Chlamydia trachomatis G/9301
314277.4,Marinomonas sp. MED121
486.1,Neisseria lactamica ST-640
537972.5,Helicobacter pullorum MIT 98-5489
350704.7,Pseudomonas aeruginosa C3719
375177.4,Haemophilus influenzae 3655
649189.3,Streptomyces sp. ACT-1
311402.9,Agrobacterium vitis S4
497965.5,Cyanothece sp. PCC 7822
497965.6,Cyanothece sp. PCC 7822
502346.5,Escherichia coli O157:H7 str. TW14588
451640.5,Catenibacterium mitsuokai DSM 15897
485913.3,Ktedonobacter racemifer DSM 44963
525903.6,Thermanaerovibrio acidaminovorans DSM 6589
525903.4,Thermanaerovibrio acidaminovorans DSM 6589
331109.4,Burkholderia pseudomallei 1655
585544.3,Bacteroides sp. D22
137722.3,Azospirillum sp. B510
340177.8,Chlorobium chlorochromatii CaD3
314253.5,Nitrobacter sp. Nb-311A
869216.3,Streptococcus pneumoniae INV200
219305.4,Micromonospora sp. ATCC 39149
683219.3,Streptomyces sp. SA3_actG
556268.6,Oxalobacter formigenes HOxBLS
379066.3,Gemmatimonas aurantiaca T-27
525337.3,Lactobacillus paracasei subsp. paracasei ATCC 25302
882.5,Desulfovibrio vulgaris str. Hildenborough
882.1,Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough
553580.3,Staphylococcus aureus A8819
273121.1,Wolinella succinogenes DSM 1740
273121.8,Wolinella succinogenes DSM 1740
384676.6,Pseudomonas entomophila L48
384676.9,Pseudomonas entomophila L48
478433.3,Mycobacterium tuberculosis KZN 4207
749524.3,Enterococcus faecium TX0133B
747682.4,Mycoplasma alligatoris A21JP2
525329.3,Lactobacillus jensenii JV-V16
1680.3,Bifidobacterium adolescentis
937773.3,Staphylococcus pseudintermedius HKU10-03
388739.3,Roseobacter sp. SK209-2-6
469588.3,Bacteroides sp. 2_1_22
556266.3,Shigella sp. D9
364106.7,Escherichia coli UTI89
710128.3,Mycoplasma gallisepticum str. R(high)
515620.4,Eubacterium eligens ATCC 27750
349746.3,Yersinia pestis Angola
364106.8,Escherichia coli UTI89
280354.3,Bacillus anthracis str. CNEVA-9066
280354.4,Bacillus anthracis str. CNEVA-9066
416269.5,Actinobacillus pleuropneumoniae L20
416269.6,Actinobacillus pleuropneumoniae L20
502025.5,Haliangium ochraceum DSM 14365
515615.3,Mycobacterium tuberculosis 94_M4241A
469592.4,Bacteroides sp. 3_1_19
257313.1,Bordetella pertussis Tohama I
257313.5,Bordetella pertussis Tohama I
225849.3,Shewanella piezotolerans WP3
76114.4,Azoarcus sp. EbN1
553209.3,Enterococcus faecalis TUSoD Ef11
